node_id,lat,lon,degree_centrality,betweenness_centrality,closeness_centrality,street_count
5778204592,3.748877,11.4659688,7.6e-05,0.0,2.6e-05,1
5778272107,3.7484943,11.4836304,0.000229,0.0,2.6e-05,3
5778272112,3.748065,11.4827772,0.000153,3.8e-05,2.6e-05,3
5778272119,3.7497062,11.4836718,0.000229,0.000114,2.6e-05,3
5778415671,3.7629953,11.4787978,0.000229,0.004378,2.8e-05,3
5778415672,3.7624982,11.4776928,0.000229,0.004415,2.8e-05,3
5778415680,3.7589726,11.4777598,0.000229,0.001259,2.8e-05,3
5778476545,3.7528168,11.4890867,7.6e-05,0.0,2.5e-05,1
5778477058,3.7557097,11.4854892,0.000229,3.8e-05,2.6e-05,3
5778792247,3.7648915,11.4709108,0.000229,0.000993,2.8e-05,3
5778792248,3.7638337,11.4786476,7.6e-05,0.0,2.8e-05,1
5778792251,3.7605289,11.4773146,0.000229,0.001488,2.8e-05,3
5778793053,3.762005,11.4752506,0.000229,0.001641,2.8e-05,3
5778793062,3.7663335,11.4719488,7.6e-05,0.0,2.8e-05,1
5778793066,3.7659909,11.4722954,0.000229,7.6e-05,2.9e-05,3
5778793070,3.7660999,11.4719501,7.6e-05,0.0,2.8e-05,1
5778793076,3.7643067,11.4736144,0.000229,0.004344,2.9e-05,3
5778793077,3.7623235,11.473538,0.000229,0.00323,2.9e-05,3
5778793079,3.7640826,11.4773058,7.6e-05,0.0,2.8e-05,1
5778793083,3.7633312,11.4776243,0.000229,4.6e-05,2.8e-05,3
5778793092,3.7628702,11.4773896,0.000229,0.004445,2.8e-05,3
5778820869,3.7636407,11.4799057,0.000229,0.004302,2.8e-05,3
5778820870,3.7626848,11.4803857,7.6e-05,0.0,2.7e-05,1
5778820871,3.7600369,11.4733359,0.000229,0.001106,2.8e-05,3
5778820877,3.7589753,11.4746457,7.6e-05,0.0,2.8e-05,1
5778820885,3.7702524,11.4813285,0.000229,0.000678,3e-05,3
5778820902,3.7678476,11.4807022,0.000229,0.000527,2.9e-05,3
5778820904,3.7672923,11.4804018,0.000229,0.000492,2.9e-05,3
5778820914,3.765853,11.4794422,0.000229,0.000342,2.9e-05,3
5778820922,3.7649999,11.4787602,0.000229,0.000268,2.9e-05,3
5778820931,3.7638785,11.4780253,0.000229,0.000156,2.8e-05,3
5778857818,3.7646254,11.4815397,0.000305,0.000114,2.7e-05,4
5778857823,3.7637567,11.4822096,7.6e-05,0.0,2.7e-05,1
5778999716,3.7471159,11.4754933,7.6e-05,0.0,2.4e-05,1
5779011284,3.8828502,11.4601751,7.6e-05,0.0,3.5e-05,1
5779011288,3.8836675,11.4616224,7.6e-05,0.0,3.5e-05,1
5779012959,3.7968514,11.4737432,7.6e-05,0.0,3.1e-05,1
5779012963,3.7945471,11.4734656,7.6e-05,0.0,3.1e-05,1
5779012964,3.8012598,11.4795627,0.000229,0.002827,3.3e-05,3
5779039615,3.8037332,11.4753805,7.6e-05,0.0,3.2e-05,1
5779039617,3.8009984,11.4767352,7.6e-05,0.0,3.3e-05,1
5779039618,3.8013061,11.4762949,0.000229,0.000153,3.3e-05,3
5779039619,3.8036617,11.4742069,0.000229,0.002844,3.3e-05,3
5779058653,3.8061335,11.479583,0.000229,0.000584,3.4e-05,3
5779058668,3.8082762,11.4744116,0.000229,0.000917,3.3e-05,3
5779058671,3.8078898,11.47412,7.6e-05,0.0,3.3e-05,1
5779058673,3.8075152,11.4733543,7.6e-05,0.0,3.3e-05,1
5779058676,3.8076724,11.4720852,0.000229,0.000441,3.3e-05,3
5779058677,3.8077627,11.4762403,7.6e-05,0.0,3.3e-05,1
5779058678,3.8079099,11.4755054,0.000229,7.6e-05,3.3e-05,3
5779058679,3.8085228,11.475673,7.6e-05,0.0,3.3e-05,1
5779058690,3.8036011,11.4784572,0.000229,0.000568,3.3e-05,3
5779058691,3.8026389,11.4776565,0.000229,0.000177,3.3e-05,3
5779058692,3.8032893,11.4770316,7.6e-05,0.0,3.3e-05,1
5779058698,3.8017973,11.4777852,7.6e-05,0.0,3.3e-05,1
5779072146,3.8084532,11.4779623,0.000229,7.5e-05,3.4e-05,3
5779074993,3.8652164,11.5290246,7.6e-05,0.0,4.5e-05,1
5779087621,3.8843875,11.4650209,0.000229,0.032226,3.6e-05,3
5779196300,3.8823476,11.4640574,7.6e-05,0.0,3.5e-05,1
5779212310,3.7630455,11.5213021,0.000229,0.010546,2.9e-05,3
5779212321,3.7596384,11.5170562,0.000229,0.000191,2.8e-05,3
5779218491,3.7596655,11.5171275,0.000229,0.000229,2.8e-05,3
5779218494,3.7632,11.5206517,0.000229,0.00019,2.9e-05,3
5779218496,3.7633941,11.5201001,0.000229,0.000114,2.9e-05,3
5779218501,3.7640177,11.5179393,7.6e-05,0.0,2.8e-05,1
5779218502,3.7649317,11.5216595,0.000229,0.0134,2.9e-05,3
5779219635,3.9288093,11.5186474,7.6e-05,0.0,1.8e-05,1
5779219641,3.9283247,11.5202419,0.000153,0.055619,1.9e-05,3
5779223957,3.9357814,11.5141252,0.000305,0.000375,1.4e-05,4
5779225835,3.7735822,11.4650538,0.000305,0.002964,2.9e-05,4
5779227061,3.7847581,11.4706339,0.000229,3.8e-05,3.1e-05,3
5779227065,3.7845951,11.4694664,7.6e-05,0.0,3.1e-05,1
5779240539,3.8822218,11.465364,0.000229,0.009254,3.6e-05,3
5779241187,3.7597983,11.5203989,7.6e-05,0.0,2.8e-05,1
5779241188,3.7595531,11.5211736,0.000229,0.000119,2.8e-05,3
5779241204,3.75916,11.5221477,0.000229,7.6e-05,2.8e-05,3
5779241205,3.7642746,11.5191556,7.6e-05,0.0,2.8e-05,1
5779241217,3.761902,11.5203063,0.000229,2e-06,2.8e-05,3
5779241221,3.7621188,11.519731,0.000229,3.8e-05,2.8e-05,3
5779241222,3.76229,11.5192576,7.6e-05,0.0,2.8e-05,1
5779241223,3.7603513,11.5162735,0.000229,3.8e-05,2.7e-05,3
5779253954,3.7721995,11.5201883,0.000229,0.006964,3.1e-05,3
5779253961,3.7703487,11.5223099,7.6e-05,0.0,3e-05,1
5779253972,3.771143,11.5202238,0.000229,0.004805,3e-05,3
5779254168,3.7827391,11.4847738,7.6e-05,0.0,3e-05,1
5779254175,3.7827839,11.4828251,0.000229,7.1e-05,3.1e-05,3
5779254191,3.7858182,11.482223,0.000229,4.8e-05,3.2e-05,3
5779254204,3.7776727,11.4855181,0.000229,0.013941,3.2e-05,3
5779254208,3.7785945,11.4850487,0.000229,0.000256,3.2e-05,3
5779254215,3.7803785,11.48413,0.000229,0.000106,3.1e-05,3
5779254224,3.7788922,11.4821094,0.000229,0.000432,3.1e-05,3
5779254229,3.7798111,11.4818951,0.000229,0.000415,3.1e-05,3
5779254236,3.7816866,11.4809838,0.000229,0.000541,3.1e-05,3
5779259939,3.7698014,11.5178507,0.000229,3.8e-05,3e-05,3
5779259941,3.7691591,11.5166625,7.6e-05,0.0,2.9e-05,1
5779260553,3.7717886,11.5186112,0.000229,0.000142,3e-05,3
5779260554,3.7716026,11.518068,0.000229,7.6e-05,3e-05,3
5779260562,3.7700878,11.5170367,7.6e-05,0.0,2.9e-05,1
5779268562,3.7873872,11.4872045,0.000305,0.00105,3.4e-05,4
5779268572,3.7815186,11.4851895,7.6e-05,0.0,3.1e-05,1
5779268591,3.7813808,11.4835305,0.000229,1.3e-05,3.1e-05,3
5779268599,3.7824927,11.4833691,0.000229,3.9e-05,3.1e-05,3
5779268600,3.7813112,11.4846892,0.000229,7.4e-05,3.1e-05,3
5779268606,3.7804561,11.4825931,7.6e-05,0.0,3.1e-05,1
5779268610,3.7837373,11.4831081,0.000229,9e-05,3.1e-05,3
5779268623,3.7856617,11.4866862,0.000229,0.000206,3.3e-05,3
5779268636,3.7844091,11.4847215,0.000229,0.000133,3.2e-05,3
5779268637,3.7849437,11.4847631,0.000229,3.5e-05,3.2e-05,3
5779268640,3.787238,11.4870349,0.000229,0.000557,3.3e-05,3
5779269956,3.7870467,11.4841085,0.000229,0.000297,3.3e-05,3
5779269957,3.7867991,11.4837063,0.000229,0.000261,3.2e-05,3
5779269962,3.7861166,11.482628,0.000229,0.000155,3.2e-05,3
5779269977,3.7848909,11.4846839,0.000229,5e-06,3.2e-05,3
5779269978,3.7845844,11.4837384,0.000229,3.7e-05,3.2e-05,3
5779269982,3.7842994,11.4828493,0.000229,7e-06,3.1e-05,3
5779269984,3.7837755,11.4819051,0.000229,6e-06,3.1e-05,3
5779269994,3.7822956,11.4805138,0.000229,0.000641,3.1e-05,3
5779269996,3.7793307,11.4807612,7.6e-05,0.0,3.1e-05,1
5779270004,3.7808495,11.4811715,0.000229,0.000427,3.1e-05,3
5779271282,3.7662933,11.5208998,0.000229,3.8e-05,2.9e-05,3
5779271284,3.7663141,11.5199375,7.6e-05,0.0,2.9e-05,1
5779271285,3.7662415,11.5215962,0.000229,0.01355,3e-05,3
5779271293,3.7630729,11.5148681,0.000305,6.2e-05,2.8e-05,4
5779271295,3.7648045,11.5155803,0.000229,2e-06,2.8e-05,3
5779271303,3.7630461,11.5130225,0.000229,6.5e-05,2.8e-05,3
5779271308,3.7648694,11.5162247,0.000229,3.8e-05,2.8e-05,3
5779271310,3.7663143,11.5155601,0.000305,0.002529,2.9e-05,4
5779271318,3.7663482,11.5161757,0.000229,0.002627,2.9e-05,3
5779271323,3.7662618,11.514954,0.000305,0.002469,2.9e-05,4
5779271329,3.7648179,11.5148634,0.000229,0.000401,2.8e-05,3
5779311481,3.7687033,11.5185232,0.000229,0.000659,2.9e-05,3
5779311491,3.7729274,11.5195835,7.6e-05,0.0,3e-05,1
5779311493,3.772892,11.518703,0.000229,0.000186,3.1e-05,3
5779311494,3.7725942,11.5177193,7.6e-05,0.0,3e-05,1
5779311498,3.7669897,11.521596,0.000229,0.013662,3e-05,3
5779311504,3.7676014,11.5202433,0.000229,3.8e-05,3e-05,3
5779311506,3.7674703,11.5197283,7.6e-05,0.0,3e-05,1
5779311507,3.7682036,11.5215489,0.000229,0.013848,3e-05,3
5779324474,3.8683405,11.5320978,0.000114,0.050389,4.4e-05,3
5779324475,3.8683873,11.5320687,0.000114,0.035211,4.4e-05,3
5779324476,3.8684635,11.5320931,0.000114,0.035249,4.4e-05,3
5779324478,3.8684691,11.5321963,0.000114,0.035881,4.4e-05,3
5779324484,3.8684816,11.5321712,0.000114,0.035843,4.4e-05,3
5779324490,3.8683271,11.5321227,0.000114,0.05225,4.4e-05,3
5779324491,3.8682635,11.5318791,0.000153,0.085475,4.4e-05,3
5779324492,3.8686773,11.5320659,0.000153,0.000545,4.4e-05,3
5779367059,3.7628046,11.5258846,7.6e-05,0.0,2.8e-05,1
5779367061,3.7628471,11.5254655,0.000229,7.6e-05,2.8e-05,3
5779367080,3.7642492,11.5225299,7.6e-05,0.0,2.9e-05,1
5779367083,3.7633255,11.5223178,0.000229,0.002603,2.9e-05,3
5779367093,3.7611265,11.5228733,0.000229,8e-05,2.8e-05,3
5779376396,3.9576899,11.4956783,0.000229,0.000191,9e-06,3
5779376397,3.9537256,11.4897372,0.000229,0.001068,9e-06,3
5779376407,3.9547237,11.4851332,7.6e-05,0.0,8e-06,1
5779406093,3.8814268,11.468526,0.000229,0.061511,3.7e-05,3
5779416154,3.8685804,11.5366222,0.000114,0.000289,4.3e-05,3
5779416156,3.8700961,11.5350964,0.000229,0.000141,4.3e-05,4
5779416157,3.8690647,11.5361506,0.000229,0.000152,4.3e-05,4
5779416158,3.8693984,11.5358182,0.000229,0.000134,4.3e-05,4
5779416159,3.8697112,11.5354854,0.000229,0.000148,4.3e-05,4
5779416161,3.8687197,11.5365459,0.000229,0.000798,4.3e-05,4
5779416162,3.8707726,11.5343644,0.000191,0.084017,4.4e-05,3
5779428717,3.9515596,11.5231991,7.6e-05,0.0,1.3e-05,1
5779428732,3.9531477,11.5236765,7.6e-05,0.0,1.2e-05,1
5779428736,3.9533243,11.5242049,0.000229,3.8e-05,1.3e-05,3
5779428737,3.9521001,11.5230945,7.6e-05,0.0,1.3e-05,1
5779428747,3.9522379,11.523474,0.000229,3.8e-05,1.3e-05,3
5779428749,3.9530038,11.5242948,0.000229,7.6e-05,1.3e-05,3
5779428859,3.9518287,11.5239085,0.000229,0.000191,1.3e-05,3
5779428860,3.9501521,11.5252912,7.6e-05,0.0,1.4e-05,1
5779428866,3.9507234,11.5244007,7.6e-05,0.0,1.3e-05,1
5779428882,3.9489553,11.5251967,0.000229,7.6e-05,1.4e-05,3
5779428894,3.9513147,11.5253757,7.6e-05,0.0,1.2e-05,1
5779428914,3.951783,11.5275925,0.000153,0.019482,1.4e-05,3
5779478723,3.9479645,11.5246631,0.000229,0.000795,1.5e-05,3
5779478744,3.9549124,11.5243035,7.6e-05,0.0,1.2e-05,1
5779478752,3.9524299,11.5260784,7.6e-05,0.0,1.2e-05,1
5779485771,3.9540832,11.5285537,0.000229,0.001608,1.4e-05,3
5779485772,3.9535096,11.5271225,0.000229,0.000266,1.3e-05,3
5779511045,3.7896949,11.4683895,7.6e-05,0.0,3.2e-05,1
5779513599,3.8815451,11.4641848,0.000229,0.000229,3.6e-05,3
5779527261,3.7583249,11.4820607,0.000229,0.000114,2.6e-05,3
5779527278,3.7577681,11.4780021,0.000229,0.00103,2.7e-05,3
5779531783,3.7884772,11.4854081,7.6e-05,0.0,3.3e-05,1
5779531785,3.7889897,11.4854416,7.6e-05,0.0,3.3e-05,1
5779531786,3.7894056,11.4866989,0.000229,0.00049,3.3e-05,3
5779531790,3.7894841,11.4852673,7.6e-05,0.0,3.3e-05,1
5779531793,3.7945412,11.4852067,0.000229,0.022879,3.6e-05,3
5779531808,3.7902676,11.484236,0.000229,0.000691,3.4e-05,3
5779531823,3.7888666,11.4867465,0.000229,0.000424,3.3e-05,3
5779531824,3.7883674,11.486772,0.000229,0.000414,3.3e-05,3
5779531831,3.7867429,11.4878435,0.000229,0.0004,3.3e-05,3
5779531848,3.7841736,11.4903152,0.000229,0.026094,3.4e-05,3
5779532356,3.7899641,11.4815645,0.000229,7e-05,3.4e-05,3
5779532363,3.788334,11.4810596,0.000229,3.7e-05,3.3e-05,3
5779532364,3.789987,11.4820983,0.000229,9.8e-05,3.4e-05,3
5779532371,3.790012,11.4826261,0.000229,0.000134,3.4e-05,3
5779532375,3.7882176,11.4827836,0.000229,0.0,3.3e-05,3
5779542754,3.7584199,11.520653,7.6e-05,0.0,2.8e-05,1
5779550645,3.7905413,11.4851164,7.6e-05,0.0,3.4e-05,1
5779551259,3.7944747,11.4862808,0.000229,0.022643,3.6e-05,3
5779558442,3.7575166,11.5214516,0.000229,0.0,2.7e-05,3
5779558449,3.7573587,11.5183416,0.000305,7.7e-05,2.7e-05,4
5779558867,3.7570589,11.5144229,7.6e-05,0.0,2.6e-05,1
5779558868,3.758889,11.5230296,0.000153,0.0,2.7e-05,3
5779579975,3.9474541,11.5262649,0.000229,5.8e-05,1.5e-05,3
5779579978,3.9478268,11.5250451,0.000153,0.021893,1.5e-05,3
5779579979,3.9475177,11.525483,0.000229,0.00038,1.5e-05,3
5779579980,3.9536106,11.5297189,0.000153,0.015866,1.2e-05,3
5779579983,3.9460206,11.5283824,7.6e-05,0.0,1.3e-05,1
5779579990,3.9468982,11.5281558,0.000229,0.002076,1.4e-05,3
5779579997,3.9476649,11.5280753,0.000229,0.00257,1.4e-05,3
5779580003,3.9477799,11.526859,0.000229,0.002628,1.5e-05,3
5779580008,3.9483071,11.5273914,7.6e-05,0.0,1.4e-05,1
5779580019,3.9479498,11.5263788,0.000229,0.002703,1.5e-05,3
5779589914,3.901932,11.4512902,0.000229,0.000114,2.8e-05,3
5779635139,3.784919,11.4880098,7.6e-05,0.0,3.3e-05,1
5779635140,3.7854074,11.4882707,7.6e-05,0.0,3.3e-05,1
5779635141,3.7850769,11.4886703,0.000229,0.000246,3.3e-05,3
5779635142,3.7847035,11.4884873,0.000229,4.3e-05,3.3e-05,3
5779635143,3.7855212,11.4889165,0.000229,0.000631,3.4e-05,3
5779635144,3.7839488,11.4874881,7.6e-05,0.0,3.3e-05,1
5779635150,3.783289,11.4894718,0.000229,0.016759,3.4e-05,3
5779635258,3.782779,11.4890482,0.000229,0.016578,3.4e-05,3
5779635264,3.783637,11.4876619,7.6e-05,0.0,3.3e-05,1
5779635265,3.7806413,11.4882008,0.000229,0.016172,3.3e-05,3
5779635269,3.7809874,11.4875183,7.6e-05,0.0,3.3e-05,1
5779635271,3.7813906,11.4884564,0.000229,0.016393,3.3e-05,3
5779635280,3.781999,11.4867371,7.6e-05,0.0,3.3e-05,1
5779635284,3.7832435,11.4867425,7.6e-05,0.0,3.3e-05,1
5779635287,3.7869182,11.4915987,0.000229,0.028104,3.5e-05,3
5779635289,3.7863508,11.4915195,0.000229,0.026145,3.5e-05,3
5779635294,3.7823095,11.4888038,0.000229,0.016504,3.4e-05,3
5779664431,3.8999173,11.445937,7.6e-05,0.0,2.6e-05,3
5779664536,3.9538093,11.495923,7.6e-05,0.0,1e-05,1
5779664543,3.9479565,11.5062261,0.000229,0.006397,1.2e-05,3
5779664547,3.9488275,11.5039838,0.000229,0.0063,1.2e-05,3
5779664551,3.9508311,11.5016623,0.000229,0.005013,1.1e-05,3
5779665354,3.9535002,11.5017957,7.6e-05,0.0,1e-05,1
5779665367,3.950225,11.4999416,7.6e-05,0.0,1.1e-05,1
5779665375,3.9505615,11.5008067,0.000229,3.8e-05,1.1e-05,3
5779665382,3.9501962,11.4980091,7.6e-05,0.0,1e-05,1
5779665393,3.952072,11.4977818,0.000229,7.6e-05,1e-05,3
5779665396,3.9516258,11.497071,7.6e-05,0.0,1e-05,1
5779665407,3.9530928,11.4999329,0.000229,3.8e-05,1.1e-05,3
5779680197,3.8807112,11.460314,0.000229,0.000917,3.5e-05,3
5779680201,3.8815253,11.4589079,7.6e-05,0.0,3.4e-05,1
5779680204,3.880855,11.4592988,0.000229,0.002164,3.5e-05,3
5779680207,3.8782235,11.4606642,0.000305,0.000106,3.6e-05,4
5779680211,3.8785212,11.4609996,0.000229,0.006124,3.6e-05,3
5779680213,3.8785463,11.4613118,0.000229,0.000783,3.6e-05,3
5779680215,3.8782466,11.4608203,0.000229,0.006156,3.6e-05,3
5779680219,3.8785642,11.4610021,0.000305,0.006041,3.6e-05,4
5779743506,3.9484984,11.5065667,7.6e-05,0.0,1.2e-05,1
5779743510,3.951985,11.5078703,7.6e-05,0.0,1.2e-05,1
5779743522,3.9526004,11.5047267,7.6e-05,0.0,1.1e-05,1
5779743530,3.9525897,11.5034755,7.6e-05,0.0,1.1e-05,1
5779743549,3.9480234,11.5029645,0.000229,7.7e-05,1.1e-05,3
5779743551,3.9471096,11.5039394,0.000229,0.00019,1.1e-05,3
5779743656,3.9475311,11.5043981,7.6e-05,0.0,1.1e-05,1
5779743663,3.947903,11.5033863,0.000229,0.000114,1.1e-05,3
5779743671,3.9485191,11.5023121,0.000229,3.9e-05,1.1e-05,3
5779743677,3.9487198,11.5020679,0.000229,0.000382,1.1e-05,3
5779743681,3.9475043,11.5038107,0.000305,0.000267,1.2e-05,4
5779743709,3.9492945,11.5070119,0.000229,5.3e-05,1.2e-05,3
5779743711,3.9501935,11.5069932,7.6e-05,0.0,1.2e-05,1
5779743712,3.9510103,11.5072373,7.6e-05,0.0,1e-05,1
5779743729,3.9503782,11.5040367,7.6e-05,0.0,1.1e-05,1
5779743732,3.9515221,11.5061751,7.6e-05,0.0,1.1e-05,1
5779743745,3.9520827,11.5068229,0.000229,0.000115,1.2e-05,3
5779743758,3.9518355,11.5050744,0.000229,3.9e-05,1.1e-05,3
5779743767,3.9505561,11.5036525,0.000229,3.9e-05,1.1e-05,3
5779743772,3.9499728,11.5037034,0.000229,0.000114,1.1e-05,3
5779745675,3.8804993,11.464225,0.000305,7.6e-05,3.6e-05,4
5779745676,3.8808249,11.4642656,7.6e-05,0.0,3.6e-05,1
5779745678,3.8798136,11.4641366,0.000229,0.000229,3.6e-05,3
5779745679,3.8796317,11.4641294,0.000229,0.000961,3.6e-05,3
5779745686,3.8812384,11.462722,7.6e-05,0.0,3.5e-05,1
5779745688,3.8812311,11.4625663,0.000229,7.6e-05,3.5e-05,3
5779745689,3.8805834,11.4624403,0.000229,0.002134,3.5e-05,3
5779798026,3.7640259,11.5257144,7.6e-05,0.0,2.8e-05,1
5779801644,3.8662911,11.5441257,7.6e-05,0.0,4.1e-05,1
5779801651,3.8671778,11.5421776,0.000229,3.8e-05,4.2e-05,3
5779802077,3.8653737,11.5424367,0.000229,0.047909,4.2e-05,3
5779802079,3.8661928,11.5371374,0.000229,0.048484,4.3e-05,3
5779819018,3.7802827,11.4880738,0.000229,0.016024,3.3e-05,3
5779819021,3.7804267,11.4873071,7.6e-05,0.0,3.3e-05,1
5779819022,3.7855051,11.4925092,7.6e-05,0.0,3.4e-05,1
5779819027,3.7859408,11.491387,0.000229,0.026079,3.5e-05,3
5779819029,3.7861474,11.4926004,7.6e-05,0.0,3.4e-05,1
5779819049,3.7850958,11.4909873,0.000229,0.026013,3.4e-05,3
5779834691,3.8650026,11.543325,7.6e-05,0.0,4.2e-05,1
5779834692,3.8647501,11.5430981,0.000229,0.047836,4.2e-05,3
5779834695,3.8690897,11.5412604,0.000229,0.0034,4.2e-05,3
5780540786,3.7660772,11.4593273,0.000229,4.5e-05,2.7e-05,3
5780853941,3.8045558,11.4842849,0.000229,0.000184,3.5e-05,3
5780853949,3.80571,11.4845438,0.000229,0.000149,3.4e-05,3
5780853951,3.8061349,11.4845397,0.000229,0.000186,3.5e-05,3
5780853958,3.8084064,11.4844519,7.6e-05,0.0,3.5e-05,1
5780853972,3.8038854,11.4813492,0.000229,7.9e-05,3.4e-05,3
5780893707,3.8015417,11.48332,7.6e-05,0.0,3.4e-05,1
5780893709,3.8059897,11.4834045,7.6e-05,0.0,3.4e-05,1
5780893718,3.8020957,11.4858963,0.000229,0.006491,3.5e-05,3
5780893721,3.8039544,11.483725,0.000305,0.000114,3.5e-05,4
5781126877,3.8011604,11.4869808,0.000229,0.000838,3.5e-05,3
5781126887,3.8019083,11.4861752,0.000229,0.008075,3.5e-05,3
5781126894,3.8009663,11.4859982,0.000229,0.007231,3.5e-05,3
5781126897,3.8033107,11.4809228,7.6e-05,0.0,3.4e-05,1
5781126900,3.8052336,11.4856414,7.6e-05,0.0,3.4e-05,1
5781126907,3.8061864,11.4853987,7.6e-05,0.0,3.4e-05,1
5781199880,3.8095913,11.4677145,0.000153,0.006084,3.4e-05,3
5781199883,3.8104848,11.4707858,0.000229,3.2e-05,3.3e-05,3
5781199886,3.8099024,11.4706345,0.000229,0.0,3.3e-05,3
5781199910,3.8111596,11.4696548,0.000229,3.7e-05,3.4e-05,3
5781199912,3.8115229,11.4701477,0.000229,6.3e-05,3.4e-05,3
5781367550,3.9014147,11.4977582,0.000229,3.8e-05,3.3e-05,3
5781367551,3.9013633,11.4969468,0.000229,0.000756,3.5e-05,3
5781395834,3.9093058,11.4921847,0.000229,0.000114,2.2e-05,3
5781395836,3.9094398,11.4936388,0.000305,0.000114,2.1e-05,4
5781395843,3.9072894,11.4934507,0.000229,3.8e-05,2.2e-05,3
5781395844,3.9070272,11.4930946,7.6e-05,0.0,2.2e-05,1
5781395845,3.906215,11.493279,7.6e-05,0.0,2.3e-05,1
5781395848,3.9061668,11.4937994,7.6e-05,0.0,2.3e-05,1
5781395849,3.9062284,11.4937109,0.000229,7.6e-05,2.3e-05,3
5781395850,3.906532,11.4938075,0.000229,0.000267,2.3e-05,3
5781396457,3.90709,11.493381,0.000229,0.000114,2.2e-05,3
5781396460,3.907474,11.494081,0.000229,4.5e-05,2.3e-05,3
5781396466,3.906607,11.4945142,0.000229,0.000388,2.4e-05,3
5781396482,3.9029383,11.4947422,7.6e-05,0.0,2.8e-05,1
5781396485,3.9026793,11.4951143,0.000229,0.000113,2.9e-05,3
5781396489,3.9050563,11.4972246,7.6e-05,0.0,2.8e-05,1
5781412840,3.9078939,11.4912786,7.6e-05,0.0,2.3e-05,1
5781412845,3.9083869,11.4918107,0.000229,3.8e-05,2.3e-05,3
5781412848,3.9087908,11.492406,0.000229,0.000153,2.2e-05,3
5781424014,3.9094794,11.4880056,7.6e-05,0.0,1.8e-05,1
5781424024,3.9098341,11.4913126,7.6e-05,0.0,1.9e-05,1
5781424027,3.9092261,11.4904604,0.000229,7.6e-05,2e-05,3
5781451584,3.9050682,11.4903272,0.000229,0.010148,2.7e-05,3
5781451592,3.9061226,11.4910684,7.6e-05,0.0,2.5e-05,1
5781505247,3.8682219,11.5722969,7.6e-05,0.0,3.4e-05,1
5781508466,3.8996419,11.4516778,0.000229,0.001486,3.2e-05,3
5781513005,3.8789942,11.46791,0.000229,4.5e-05,3.7e-05,3
5781513009,3.8784217,11.4727629,0.000229,0.070289,3.9e-05,3
5781513027,3.9515716,11.5168355,7.6e-05,0.0,1.2e-05,1
5781515074,3.9493129,11.5167517,0.000229,0.000936,1.4e-05,3
5781515078,3.9501159,11.5171587,0.000229,0.000635,1.3e-05,3
5781515095,3.9525591,11.5143094,0.000229,1e-06,1.2e-05,3
5781515105,3.9529724,11.5127935,0.000229,3.8e-05,1.2e-05,3
5781515106,3.9515167,11.5129464,0.000229,0.00235,1.2e-05,3
5781515109,3.9514934,11.5135746,0.000305,0.000182,1.2e-05,4
5781515117,3.9522566,11.514046,0.000229,6.9e-05,1.2e-05,3
5781515133,3.9513067,11.515764,0.000229,0.000634,1.3e-05,3
5781515134,3.9525242,11.5152463,0.000229,3.9e-05,1.2e-05,3
5781515141,3.9531035,11.515528,7.6e-05,0.0,1.2e-05,1
5781515142,3.9517094,11.5160014,0.000229,0.000514,1.2e-05,3
5781515143,3.9518967,11.5161194,0.000229,0.000366,1.2e-05,3
5781515145,3.953351,11.5168516,0.000305,0.000163,1.2e-05,4
5781515255,3.9496055,11.5202735,7.6e-05,0.0,1.4e-05,1
5781515270,3.9503695,11.5203244,0.000305,3.9e-05,1.4e-05,4
5781515284,3.9502912,11.5199898,7.6e-05,0.0,1.4e-05,1
5781521187,3.7784381,11.457788,7.6e-05,0.0,3e-05,1
5781521193,3.7759214,11.4569524,0.000229,3.8e-05,2.9e-05,3
5781521195,3.7756678,11.4583483,0.000305,0.0,2.9e-05,4
5781521197,3.7761486,11.4585996,0.000305,3.8e-05,2.9e-05,4
5781521199,3.7779336,11.4591278,0.000229,0.000343,3e-05,3
5781521206,3.7767627,11.4588998,0.000229,0.000267,3e-05,3
5781521207,3.7772933,11.4587422,0.000229,0.000305,3e-05,3
5781521209,3.77729,11.4566588,7.6e-05,0.0,2.9e-05,1
5781521210,3.7765861,11.4588355,0.000305,0.000229,3e-05,4
5781521213,3.7772637,11.4577595,0.000229,0.000191,2.9e-05,3
5781521214,3.7758869,11.4592901,0.000229,7.6e-05,2.9e-05,3
5781521228,3.7780073,11.4584961,0.000229,0.000306,3e-05,3
5781521230,3.7775958,11.4582279,0.000229,0.000267,3e-05,3
5781521233,3.7776887,11.4580514,0.000229,0.000229,3e-05,3
5781521237,3.7768387,11.4574568,0.000305,0.000153,2.9e-05,4
5781521238,3.7763466,11.4571993,0.000229,7.6e-05,2.9e-05,3
5781521239,3.7755891,11.4567594,7.6e-05,0.0,2.9e-05,1
5781521240,3.7787392,11.4594443,0.000229,0.003888,3e-05,3
5781540394,3.7746524,11.4653888,0.000229,7.6e-05,2.8e-05,3
5781554776,3.7784943,11.4650542,7.6e-05,0.0,2.8e-05,1
5781559224,3.7872566,11.4915749,0.000229,0.028063,3.5e-05,3
5781559236,3.7871684,11.4899974,7.6e-05,0.0,3.4e-05,1
5781559244,3.7828809,11.4891156,0.000229,0.016685,3.4e-05,3
5781559248,3.7824319,11.4902468,0.000229,3.8e-05,3.3e-05,3
